response,intent
unhappily,negative
intefere,negative
declining,negative
imminence,negative
killed,negative
detachable,positive
mastery,positive
fun,positive
despicable,negative
arrogantly,negative
blatant,negative
omission,negative
sorrow,negative
sufficient,positive
jovial,positive
funky,negative
smilingly,positive
insolence,negative
indiscriminately,negative
calming,positive
farce,negative
invaluable,positive
delinquency,negative
concen,negative
contentment,positive
dizzing,negative
indecently,negative
gnawing,negative
imbecile,negative
sad,negative
fatcats,negative
clique,negative
mudslinger,negative
better-known,positive
incessant,negative
disorderly,negative
adore,positive
busybody,negative
disaster,negative
gloomy,negative
hard,negative
sloooooooooooooow,negative
irresolute,negative
falsify,negative
propitiously,positive
tricked,negative
adaptive,positive
snags,negative
downbeat,negative
recession,negative
large-capacity,positive
mortifying,negative
pervert,negative
deginified,positive
sleek,positive
irking,negative
enhances,positive
crushing,negative
hestitant,negative
I enjoyed in school,positive
unsavory,negative
humility,positive
illuminate,positive
backbone,positive
rapturous,positive
gruff,negative
sloth,negative
beautify,positive
gape,negative
stuttering,negative
detested,negative
I am feeling sad because with bestfriend is not talking to me from some days,negative
I am feeling uncomfortable,negative
disvalue,negative
paltry,negative
hostility,negative
ruthlessness,negative
I am feeling cheerful,positive
irrecoverableness,negative
congratulate,positive
inconsequentially,negative
nastily,negative
sour,negative
neurotically,negative
thirst,negative
I am feeling high,positive
hardliners,negative
uneven,negative
denial,negative
irresistibly,positive
distrust,negative
flakey,negative
totalitarian,negative
shrivel,negative
cheery,positive
pretend,negative
gooood,positive
heartbreaking,negative
froze,negative
magic,positive
appealing,positive
loves,positive
fanatical,negative
favorite,positive
worries,negative
officious,negative
balk,negative
complacent,negative
racism,negative
showdown,negative
fragile,negative
spew,negative
jutter,negative
dearth,negative
hideousness,negative
I got my results today and it was good,positive
triumph,positive
butcher,negative
subtract,negative
hallmark,positive
slowly,negative
stress,negative
I am feeling peaceful,positive
adulterate,negative
risks,negative
irony,negative
craftly,negative
little-known,negative
inexpertly,negative
ineffectively,negative
retards,negative
fault,negative
abusive,negative
dignified,positive
goodwill,positive
snag,negative
mispronounces,negative
pricier,negative
self-criticism,negative
thoughtless,negative
I am feeling disgusted,negative
difficult,negative
lacked,negative
excitedly,positive
admire,positive
overbearing,negative
snub,negative
weep,negative
rattle,negative
chasten,negative
condescension,negative
pitiless,negative
contortions,negative
insensitivity,negative
impressively,positive
coward,negative
bad,negative
disavow,negative
impetuously,negative
sedentary,negative
approval,positive
merciless,negative
loath,negative
incompetence,negative
hooligan,negative
overzelous,negative
adulatory,positive
unemployed,negative
tarnish,negative
superior,positive
loveless,negative
School is good,positive
spoils,negative
touted,negative
underlings,negative
shortcomings,negative
futuristic,positive
lemon,negative
adroit,positive
freed,positive
bullshit,negative
correct,positive
creaks,negative
procrastinates,negative
I am purposeless as I do not know what I should do with my life,negative
luxuriate,positive
allege,negative
anti-social,negative
explode,negative
spurious,negative
positives,positive
defiant,negative
peps,positive
outlaw,negative
clueless,negative
poeticize,positive
heroize,positive
painfull,negative
bewitch,negative
scrambled,negative
tender,positive
chilly,negative
malicious,negative
powerless,negative
creative,positive
bland,negative
abominable,negative
Yes I am sad,negative
bungle,negative
euphorically,positive
I can't do anything without messing up atleast once which I hate about me the most,negative
incapable,negative
damn,negative
improbable,negative
rapturously,positive
tediously,negative
besiege,negative
insurmountably,negative
miracles,positive
frost,negative
I love my life so much,positive
loses,negative
apprehension,negative
sober,negative
flicering,negative
brand-new,positive
excoriate,negative
appreciatively,positive
malcontented,negative
exquisitely,positive
exorbitant,negative
i met my girlfriend today,positive
shine,positive
luxury,positive
alienated,negative
sneering,negative
meddlesome,negative
oppositions,negative
reassure,positive
horrendously,negative
I am feeling irritated,negative
lamentable,negative
horrifies,negative
wiles,negative
aspiration,positive
assurance,positive
I do not deserve anything good,negative
gasp,negative
confusions,negative
richly,positive
verifiable,positive
originality,positive
subjugation,negative
clearer,positive
I am feeling trapped,negative
beset,negative
frenetic,negative
aloof,negative
sickening,negative
hard-liner,negative
negative,negative
scandels,negative
dazed,negative
witty,positive
cheesy,negative
cherish,positive
threats,negative
everyone hates me because I belong to a different community than the majority,negative
intelligent,positive
frightening,negative
unimaginably,negative
credence,positive
crippling,negative
affection,positive
steadfast,positive
untruthful,negative
avid,positive
boil,negative
upsets,negative
underpaid,negative
record-setting,positive
polite,positive
unfinished,negative
togetherness,positive
cure-all,positive
corruption,negative
flak,negative
stressfully,negative
cooperatively,positive
securely,positive
obscene,negative
affliction,negative
cramped,negative
ingrate,negative
destructive,negative
triumphant,positive
meanness,negative
nag,negative
articulate,positive
squeak,negative
damnation,negative
endorsed,positive
farcical,negative
scourge,negative
disunity,negative
radiant,positive
spewing,negative
mournfully,negative
affably,positive
sweet,positive
sanctimonious,negative
hatefully,negative
crumples,negative
ardor,positive
harassed,negative
infiltrators,negative
unsettling,negative
unlicensed,negative
excessively,negative
dead-cheap,positive
brighten,positive
discrepant,negative
today I was astonished by the fact that I was gonna become the president of the group,positive
I am feeling annoyed,negative
anti-us,negative
mocked,negative
overthrows,negative
instigators,negative
testily,negative
unavailable,negative
convincingly,positive
risk-free,positive
regression,negative
I am feeling Excited,positive
clumsy,negative
weirdly,negative
startle,negative
unbeatable,positive
spurn,negative
faith,positive
provocative,negative
benifits,positive
abundance,positive
I am feeling elevated,positive
foolishly,negative
friendliness,positive
gruesome,negative
hobble,negative
fabricate,negative
fallaciously,negative
controversial,negative
repulsed,negative
entangle,negative
imprudence,negative
scornfully,negative
ill-natured,negative
distracting,negative
overawe,negative
calumniate,negative
miss,negative
valuable,positive
downhill,negative
calm,positive
languor,negative
I am feeling comfortable,positive
immorality,negative
dissuade,negative
repugnant,negative
well-behaved,positive
toughness,negative
I feel unworthy as I never get rewarded for my hardwork,negative
My dad is proud of me,positive
refuting,negative
emptiness,negative
worthlessness,negative
self-interested,negative
disconsolation,negative
subjugate,negative
renown,positive
ostracize,negative
dispirit,negative
deceptively,negative
I am feeling ruthless,negative
impropriety,negative
suffered,negative
deluge,negative
upseting,negative
brutality,negative
I am feeling poor,negative
aimless,negative
impending,negative
dazzled,positive
supurb,positive
fundamentalism,negative
justly,positive
delinquent,negative
misinterpret,negative
I hope I have made my family proud by securing this feat prize,positive
upliftingly,positive
tarnishing,negative
I am feeling beautiful,positive
dastardly,negative
betraying,negative
bastard,negative
disbeliever,negative
lambast,negative
ludicrously,negative
top-notch,positive
coherence,positive
cursed,negative
rampage,negative
I am feeling bullied,negative
prefered,positive
stolen,negative
bitterness,negative
I am very lonely and sad now?,negative
inaptitude,negative
daunting,negative
conflicted,negative
imperious,negative
enraptured,positive
delusion,negative
thoughtfulness,positive
distressed,negative
degradingly,negative
extoll,positive
over-balanced,negative
I am feeling worthy,positive
smelt,negative
troublesomely,negative
incomparably,negative
abrasive,negative
violator,negative
I am feeling magnificient,positive
precisely,positive
overpaid,negative
hasseling,negative
hotbeds,negative
loathly,negative
shunned,negative
thicker,negative
stubbornness,negative
vibrate,negative
flareups,negative
militancy,negative
outbursts,negative
caustically,negative
halcyon,positive
pinnacle,positive
fast-paced,positive
contemptuous,negative
brazen,negative
senselessly,negative
well-rounded,positive
resplendent,positive
promises,positive
oddest,negative
layoff-happy,negative
lackey,negative
fret,negative
stimulative,positive
strut,negative
saver,positive
strenuous,negative
I hate going outside home because I know no one will accept me and I will just be hated as always,negative
trusty,positive
unproven,negative
integral,positive
inhospitable,negative
law-abiding,positive
despondency,negative
audaciousness,negative
gimmicked,negative
sullen,negative
corrosions,negative
conscons,negative
illusion,negative
entertains,positive
fiend,negative
exultingly,positive
blotchy,negative
majesty,positive
senile,negative
debauch,negative
indiscriminating,negative
blasted,negative
eminence,positive
bitchy,negative
keen,positive
refuse,negative
endear,positive
damn,negative
I had a fun time today,positive
despairing,negative
falls,negative
prestige,positive
oppose,negative
cloud,negative
unjustified,negative
crumbling,negative
precious,positive
outperforming,positive
stupor,negative
unexpected,negative
pros,positive
apprehensively,negative
recomend,positive
distortion,negative
choppy,negative
like,positive
disturb,negative
gorgeously,positive
ravage,negative
irascible,negative
affectionate,positive
indecisive,negative
misgivings,negative
unskilled,negative
soundly,positive
impatience,negative
exagerate,negative
hang,negative
advocated,positive
clogged,negative
sacrificed,negative
dignify,positive
corrosive,negative
acumen,positive
subservient,negative
hoodwink,negative
benefactor,positive
poverty,negative
beneficial,positive
well-informed,positive
reclaim,positive
cost-effective,positive
unresponsive,negative
stellarly,positive
barren,negative
full-blown,negative
disappoint,negative
cliche,negative
discouraging,negative
I am feeling punished,negative
recoil,negative
bankrupt,negative
shamefulness,negative
ranted,negative
uncreative,negative
halfheartedly,negative
outstrip,positive
backwardness,negative
undisputably,positive
martyrdom,negative
censure,negative
conspiracy,negative
celebratory,positive
pestilent,negative
twists,negative
trivially,positive
snare,negative
prejudices,negative
calamity,negative
mirage,negative
shamelessly,negative
beautiful,positive
deign,negative
bedlamite,negative
rectification,positive
destroyer,negative
unabashedly,positive
industrious,positive
spade,negative
impudent,negative
world-famous,positive
fortunate,positive
alienation,negative
unnecessary,negative
madly,negative
diligent,positive
traumatic,negative
occluded,negative
chunky,negative
ruinous,negative
amiss,negative
beloved,positive
warned,negative
equitable,positive
smoke,negative
passion,positive
uneasy,negative
leer,negative
jeering,negative
disrespectfulness,negative
insinuate,negative
anti-semites,negative
drunken,negative
unwarranted,negative
impolite,negative
foe,negative
incredulous,negative
calumniation,negative
sickeningly,negative
unjustifiably,negative
neglect,negative
crushed,negative
doomed,negative
breakup,negative
wobble,negative
reluctant,negative
I am feeling angry,negative
eagerly,positive
inevitably,negative
disapproval,negative
travesties,negative
brusque,negative
ingenuity,positive
evasive,negative
skeletons,negative
illogically,negative
mockeries,negative
comfy,positive
obstructing,negative
ached,negative
perversely,negative
irreplaceable,positive
laud,positive
disheartening,negative
messy,negative
err-free,positive
commendably,positive
superficial,negative
finest,positive
distressing,negative
disagreeing,negative
calamities,negative
tortured,negative
overbearingly,negative
abominate,negative
coerce,negative
confounded,negative
realizable,positive
disown,negative
eager,positive
rumors,negative
disbelief,negative
pre-eminent,positive
I am happy because I got a promotion in my job due to the international project which I completed got global recognition,positive
long-lasting,positive
lucid,positive
obscurity,negative
fatalistically,negative
invisible,negative
ultra-hardline,negative
overpayed,negative
irritated,negative
I am feeling insecure,negative
I am feeling dedicated,positive
inexorable,negative
fame,positive
I am feeling unhappy,negative
stooges,negative
subvert,negative
adoring,positive
hegemony,negative
swipe,negative
evildoer,negative
unprepared,negative
I make everyone's life miserable as no one likes me and I feel detachhed from them,negative
I feel disgusted by my existence,negative
undersized,negative
innuendo,negative
allegations,negative
uninformed,negative
despoiler,negative
wallow,negative
phenomenal,positive
burning,negative
"I love my classmate, me and him had so much fun today",positive
best-known,positive
disgusted,negative
panic,negative
recourses,negative
earnestly,positive
crashed,negative
invalidity,negative
suffice,positive
straggle,negative
authoritarian,negative
inflict,negative
pernicious,negative
dignity,positive
overrun,negative
penalty,negative
depressing,negative
slammin,positive
infidel,negative
stressful,negative
disappointed,negative
panders,negative
grudge,negative
unproved,negative
inconsequential,negative
I met my fiance today and i feel so good,positive
lagging,negative
malign,negative
self-defeating,negative
dead-on,positive
rigidness,negative
dispiriting,negative
hassles,negative
flaking,negative
quibble,negative
hurts,negative
ulterior,negative
impoverished,negative
enjoy,positive
selective,positive
commodious,positive
well,positive
empowerment,positive
predicament,negative
stagnate,negative
flagrant,negative
hell-bent,negative
tout,negative
indecision,negative
frenzy,negative
madness,negative
maliciousness,negative
revengeful,negative
jutters,negative
proven,positive
It was a very bad day,negative
haggle,negative
meltdown,negative
dissappointing,negative
overtakes,positive
restful,positive
effectively,positive
I am feeling sorry,negative
rollercoaster,negative
delays,negative
sick,negative
degenerately,negative
I am feeling hopeful,positive
rumor,negative
decrepitude,negative
oddity,negative
inattentive,negative
jealously,negative
I am very useless as I am not able to pass the exam,negative
hotcake,positive
invaluablely,positive
tranquil,positive
spook,negative
rage,negative
nifty,positive
mistrustfully,negative
mistrustful,negative
sensational,positive
reassurance,positive
crash,negative
underdog,negative
wrongly,negative
simplified,positive
crime,negative
irritation,negative
hustler,negative
imposing,negative
beautifullly,positive
diabolic,negative
deft,positive
inimically,negative
traumatize,negative
I am excited for the trip,positive
productively,positive
lament,negative
I am feeling marvelous,positive
shiver,negative
loud,negative
I got a new phone,positive
traumatically,negative
ardent,positive
wretchedly,negative
horrid,negative
enchanted,positive
infiltrator,negative
acrid,negative
generosity,positive
ghastly,negative
protracted,negative
proper,positive
offensive,negative
snagged,negative
rude,negative
heckles,negative
achievible,positive
aborted,negative
concerned,negative
enviousness,positive
excited,positive
torturing,negative
limitations,negative
despondent,negative
famed,positive
beutifully,positive
remorselessness,negative
unforgettable,positive
decline,negative
disapproving,negative
gem,positive
fragmented,negative
derisively,negative
dispensable,negative
intoxicate,negative
unity,positive
heroic,positive
taut,negative
gossip,negative
topple,negative
questionable,negative
erroneously,negative
violate,negative
immense,positive
subversive,negative
ill-advised,negative
I feel troubled,negative
menace,negative
marvelous,positive
FALSE,negative
smug,negative
irritations,negative
dictator,negative
admonish,negative
gloom,negative
scathingly,negative
sickness,negative
diatribes,negative
suicidal,negative
my teacher is the worst  because she did not give me the president post even when she knew that I was the most deserving person for that position,negative
wasting,negative
appallingly,negative
racist,negative
bizarre,negative
ill-tempered,negative
jerk,negative
monumental,positive
pedantic,negative
wretchedness,negative
rejuvenate,positive
unworkable,negative
 I want to end my life,negative
gimmick,negative
easy-to-use,positive
I cannot do it,negative
negligent,negative
attacks,negative
endorse,positive
scratched,negative
burdensome,negative
ignore,negative
frictions,negative
illiterate,negative
ill-treated,negative
despondence,negative
denies,negative
suspicions,negative
revives,positive
eviscerate,negative
unhappy,negative
swamped,negative
reward,positive
demean,negative
slut,negative
I am feeling excited for my trip because it is the last trip with all my fellow classmates,positive
visionary,positive
morbidly,negative
reforming,positive
amazed,positive
shemale,negative
punctual,positive
oversimplify,negative
cussed,negative
depressed,negative
truthful,positive
my teacher has a grudge against me and I do not know the reason why she hates me,negative
"He has sad eyes, like me.",negative
nourishment,positive
insatiable,negative
unprofitable,negative
inconsolably,negative
nauseates,negative
heretic,negative
doubtful,negative
insignificantly,negative
flaws,negative
bruise,negative
enfeeble,negative
disillusions,negative
unresolved,negative
afordable,positive
thinner,positive
first-class,positive
nefariously,negative
injury,negative
hamper,negative
niggles,negative
tedious,negative
sting,negative
productive,positive
jerky,negative
hatefulness,negative
dazzling,positive
perplex,negative
trouble,negative
harshly,negative
crumpled,negative
judicious,positive
scary,negative
I got a new computer,positive
misunderstood,negative
revoltingly,negative
stimulating,positive
winner,positive
scandalized,negative
break-up,negative
rapture,positive
hysterics,negative
strident,negative
uncompetitive,negative
betray,negative
boastful,negative
irritable,negative
concens,negative
teasingly,negative
depressingly,negative
thrillingly,positive
ecstasy,positive
disdain,negative
conspiratorial,negative
resolute,positive
clogs,negative
detrimental,negative
godsend,positive
elimination,negative
graceless,negative
exultant,positive
gratifying,positive
acrimoniously,negative
famously,positive
intransigence,negative
unkind,negative
stupidest,negative
cajole,positive
insolvent,negative
dilapidated,negative
beauteous,positive
rantingly,negative
resigned,negative
violation,negative
tyranny,negative
civilize,positive
nitpicking,negative
humorously,positive
extravagant,negative
noble,positive
contaminating,negative
strong,positive
inaccurate,negative
I just want to run away from everything and be free,negative
gratify,positive
mushy,negative
curse,negative
permissible,positive
solicitude,negative
inaction,negative
shortchange,negative
righteously,positive
worriedly,negative
regal,positive
inarticulate,negative
fabrication,negative
dishonest,negative
succeeded,positive
sneaky,negative
limp,negative
resistance,negative
Everyone loves me,positive
second-class,negative
grimace,negative
accomplishment,positive
plea,negative
dreadful,negative
grim,negative
I am on cloud nine,positive
incredibly,positive
stew,negative
unfeeling,negative
wrong,negative
misinform,negative
thrilling,positive
dependably,positive
My bestfriend sat with me for a long long time and we talked about life and much more. It was so fun with him.,positive
fallaciousness,negative
revengefully,negative
imminently,negative
retard,negative
undermined,negative
penalize,negative
amuse,positive
unwieldy,negative
pretentiously,negative
inconsequently,negative
tanked,negative
reprovingly,negative
fallen,negative
secure,positive
slug,negative
admonishingly,negative
brisk,positive
ominously,negative
offensively,negative
tenderness,negative
emphatic,negative
disturbingly,negative
grotesque,negative
stereotypically,negative
illogic,negative
inadequately,negative
merit,positive
petrified,negative
inadequate,negative
I broke my with love of my life over phone,negative
amenable,positive
arrogant,negative
substantive,positive
vouchsafe,positive
Everyone hates me,negative
I'm on cloud nine right now.,positive
blundering,negative
beg,negative
I am feeling lucky,positive
awsome,positive
genius,positive
screech,negative
debility,negative
long-time,negative
superfluous,negative
decrepit,negative
reputation,positive
uncivil,negative
I am feeling unworthy,negative
desolate,negative
awesome,positive
acerbically,negative
lowly,negative
blistering,negative
uncollectible,negative
dragging,negative
scream,negative
helped,positive
masters,positive
I am feeling surprised,positive
daunt,negative
I had the worst day ever,negative
I am feeling fabulous,positive
overkill,negative
deploring,negative
squirm,negative
extortion,negative
obliterated,negative
flakieness,negative
smiles,positive
unattractive,negative
tumultuous,negative
antagonist,negative
dissapointed,negative
engulf,negative
banal,negative
volatility,negative
awesomeness,positive
loving,positive
paranoid,negative
inevitable,negative
smolder,negative
gentlest,positive
preposterously,negative
allergy,negative
unlimited,positive
disaffected,negative
onerously,negative
plaything,negative
misguided,negative
insociable,negative
friggin,negative
dilemma,negative
sillily,negative
lorn,negative
rupture,negative
apprehensions,negative
convience,positive
zealous,negative
premier,positive
scowl,negative
dismalness,negative
delicate,positive
soapy,negative
irate,negative
imprecise,negative
adamantly,negative
superficiality,negative
plagiarize,negative
fallacy,negative
handier,positive
tormented,negative
involuntary,negative
impress,positive
rewarding,positive
irrationalities,negative
excels,positive
bafflement,negative
bluring,negative
humiliation,negative
overzealous,negative
trashed,negative
He felt sad and depressed.,negative
honored,positive
destitute,negative
revenge,negative
masterpieces,positive
expunge,negative
repudiation,negative
feint,negative
tempt,positive
bereavement,negative
inconsistency,negative
so-cal,negative
soothe,positive
taunts,negative
overbalanced,negative
complement,positive
unwatchable,negative
hurt,negative
unbearablely,negative
reproach,negative
leaking,negative
vehemently,negative
villify,negative
cheap,negative
dick,negative
dull,negative
pompous,negative
brutalize,negative
chore,negative
taunting,negative
rhapsodize,negative
I feel like,negative
sparkle,positive
deplete,negative
master,positive
freezing,negative
condemnable,negative
sunk,negative
incorrigible,negative
disliked,negative
scratch,negative
damage,negative
forebodingly,negative
cuteness,positive
inflationary,negative
people talk behind my back about me and make fun of me as no one realy likes me or even wants to talk to me,negative
hooray,positive
perilously,negative
worthy,positive
geezer,negative
damaging,negative
wow,positive
defiantly,negative
imposition,negative
richer,positive
sweetheart,positive
regrettably,negative
unwell,negative
hazard,negative
paucity,negative
undignified,negative
obstruction,negative
desperation,negative
confused,negative
silent,positive
time-consuming,negative
loyal,positive
rejoice,positive
unforeseen,negative
ragged,negative
cruelties,negative
squeaks,negative
rash,negative
excites,positive
uproarous,negative
alluring,positive
spellbinding,positive
worrying,negative
hazy,negative
prudently,positive
smash,negative
drains,negative
slumping,negative
interrupt,negative
irreplacible,negative
slap,negative
anarchistic,negative
smoulder,negative
twisted,negative
fleer,negative
effortlessly,positive
stability,positive
memorable,positive
overbalance,negative
barbarically,negative
bonus,positive
traduce,negative
disdainful,negative
gainfully,positive
I am feeling Awesome,positive
rejoicing,positive
well-intentioned,positive
accolades,positive
miserly,negative
malodorous,negative
muscle-flexing,negative
exaltation,positive
chatterbox,negative
No one trusts me,negative
eases,positive
liars,negative
prevaricate,negative
recklessness,negative
unviewable,negative
I hate my friends as I got to know they talk behind my back,negative
barbarity,negative
hangs,negative
muddle,negative
reactionary,negative
stooge,negative
versatility,positive
gloriously,positive
impedance,negative
dissident,negative
manageable,positive
nebulous,negative
shirker,negative
forgetfulness,negative
streaky,negative
I am happy as I found my favourite food on discount as I do not have enough money due to month end,positive
bane,negative
fantastically,positive
mudslinging,negative
courtly,positive
pepping,positive
insubstantially,negative
gleeful,positive
plight,negative
unpopular,negative
skittish,negative
ambiguity,negative
pep,positive
disrespect,negative
antithetical,negative
cataclysm,negative
annoyances,negative
malcontent,negative
lose,negative
gush,positive
plague,negative
biases,negative
uncompromising,negative
punch,negative
impasse,negative
fastidious,negative
rebellious,negative
lewdly,negative
insane,negative
imprecision,negative
isolated,negative
rockstar,positive
anarchist,negative
blissfully,positive
delaying,negative
works,positive
revolutionize,positive
despotism,negative
inaccurately,negative
magnificently,positive
rich,positive
convienient,positive
trashy,negative
facetiously,negative
solicitously,positive
bowdlerize,negative
shimmeringly,positive
fretful,negative
animosity,negative
frustrate,negative
inefficiency,negative
dented,negative
lech,negative
refined,positive
bigotries,negative
backbite,negative
high-priced,negative
The world is harsh to me and I do not know the reason for that. I have nit disturbed anyone ever,negative
disappoints,negative
cuss,negative
problem-solver,positive
achievement,positive
fortuitous,positive
benevolence,positive
subpoenas,negative
boycott,negative
unfaithful,negative
outraged,negative
extinguish,negative
busts,negative
confounding,negative
cleanest,positive
vindictive,negative
ding,negative
fat-cat,negative
balanced,positive
demolisher,negative
heartbreaker,negative
outcast,negative
loneliness,negative
gutsy,positive
maniacal,negative
inspire,positive
I like to share my things with my teacher,positive
irresponsibly,negative
scars,negative
sugar-coated,negative
fiery,positive
concessions,negative
forgetfully,negative
unrelentingly,negative
disagreeably,negative
sparkling,positive
atrocities,negative
unfazed,positive
attractive,positive
condescend,negative
youthful,positive
appreciable,positive
miscreants,negative
variety,positive
overdone,negative
fancier,positive
redemption,positive
prosperity,positive
defeat,positive
benefit,positive
I am feeling amused,positive
pessimism,negative
I feel like running away,negative
impunity,negative
trusting,positive
feeble,negative
wondrous,positive
stale,negative
blurs,negative
momentous,positive
unthinkably,negative
versatile,positive
aspersions,negative
masterfully,positive
indoctrinate,negative
slashing,negative
defunct,negative
indiscernible,negative
I love my grand dad,positive
freshest,positive
brave,positive
wound,negative
imbroglio,negative
illegal,negative
errors,negative
terror,negative
skepticism,negative
meager,negative
beware,negative
blissful,positive
gracious,positive
sugarcoated,negative
zest,positive
cleanliness,positive
beckons,positive
domineering,negative
downer,negative
parody,negative
warmer,positive
accessible,positive
denunciations,negative
monster,negative
achey,negative
crap,negative
slaves,negative
mistress,negative
startlingly,negative
progress,positive
discourteously,negative
repugnantly,negative
steady,positive
mournful,negative
troublesome,negative
desolation,negative
accomplished,positive
blindside,negative
I am feeling humorous,positive
dwindling,negative
uncomplicated,positive
evasion,negative
drippy,negative
despondently,negative
I am feeling motivated after listenting to my father on the importance of hardwork and studies. He also told me his life story,positive
dangerous,negative
amazing,positive
praising,positive
worryingly,negative
arbitrary,negative
apologist,negative
exterminate,negative
immovable,negative
limited,negative
wonder,positive
drunkard,negative
obscure,negative
hate,negative
back-logged,negative
corrode,negative
displaced,negative
forbidding,negative
miserable,negative
sulk,negative
mordantly,negative
matchless,positive
dislike,negative
crush,negative
unproves,negative
hallowed,positive
glib,negative
diappointed,negative
exceeds,positive
stutter,negative
courteous,positive
interfere,negative
insightfully,positive
haunt,negative
unsettlingly,negative
poorest,negative
simplest,positive
stellar,positive
brood,negative
uncompromisingly,negative
combust,negative
salacious,negative
boggle,negative
cunts,negative
everlasting,positive
pointless,negative
noises,negative
deplorably,negative
harm,negative
misbecome,negative
muddy,negative
glitter,positive
sh*t,negative
fearful,negative
I got an appreciation certificate in front of the whole school,positive
indiscriminate,negative
ambiguous,negative
rile,negative
unconditional,positive
superstition,negative
I feel like dancing,positive
broke,negative
novelty,positive
unleash,negative
ambitious,positive
discordant,negative
coolest,positive
offenses,negative
lie,negative
inviolable,positive
fancy,positive
sickly,negative
ailment,negative
bumpy,negative
cunt,negative
peeved,negative
slower,negative
victorious,positive
misbehave,negative
shriek,negative
denounce,negative
glitz,positive
stiffness,negative
devastation,negative
adoringly,positive
enhancement,positive
short-lived,negative
lamentably,negative
meticulous,positive
liability,negative
stinks,negative
sobering,negative
disquietude,negative
stagnation,negative
freaking,negative
anti-occupation,negative
I am so proud of myself,positive
immaterial,negative
all-around,positive
regard,positive
jabber,negative
success,positive
culprit,negative
detriment,negative
i met my girlfriend today and we broke up,negative
spoilage,negative
How sad that his smile was so rare.,negative
sorely,negative
I bought my dream phone today,positive
safe,positive
affirmation,positive
corruptted,negative
dismayingly,negative
thoughtfully,positive
glow,positive
sloooow,negative
panoramic,positive
obnoxiously,negative
economical,positive
agilely,positive
poisonous,negative
bent,negative
buggy,negative
squabbling,negative
frigid,negative
sidetracked,negative
insultingly,negative
ricer,negative
hated,negative
worth-while,positive
conspiracies,negative
uncertain,negative
suppression,negative
refutes,negative
entrap,negative
befoul,negative
jeer,negative
splatter,negative
I had a good match today,positive
unhealthy,negative
sidetrack,negative
hideously,negative
famous,positive
blunt,negative
consummate,positive
dissatisfaction,negative
slime,negative
disturbance,negative
heathen,negative
well-managed,positive
I met my aunt today and i feel so good,positive
energize,positive
light-hearted,positive
My brother was jumping around everywhere when he heard he got into Stanford.,positive
I missed my train,negative
contemptuously,negative
impressive,positive
rascal,negative
secretive,negative
promised,positive
smuttiest,negative
depraved,negative
banalize,negative
mangled,negative
lacks,negative
abysmal,negative
happiness,positive
donside,negative
misunderstanding,negative
unaccessible,negative
sceptical,negative
assassinate,negative
rebuke,negative
violent,negative
hypocrisy,negative
worst,negative
detraction,negative
playful,positive
strike,negative
preferable,positive
killjoy,negative
prohibitive,negative
submissive,negative
recommend,positive
enthuse,positive
filth,negative
bullshyt,negative
stink,negative
radical,negative
chivalry,positive
privileged,positive
incautious,negative
enemies,negative
scorn,negative
I hate going to school,negative
tyrant,negative
I do not have skills to compete with my friends,negative
gratefully,positive
cataclysmic,negative
undetermined,negative
winners,positive
disagreeable,negative
prudence,positive
misconceptions,negative
providence,positive
I am feeling purposeful,positive
I am feeling heartfelt,positive
melodramatic,negative
praiseworthy,positive
destabilisation,negative
I am feeling used,negative
tragically,negative
flaw,negative
hatred,negative
gangster,negative
well-educated,positive
fresh,positive
guilty,negative
lagged,negative
abomination,negative
anger,negative
hefty,negative
dungeons,negative
trample,negative
I am unhappy because today someone abused me just because I had a different opinion than them,negative
grieve,negative
exacerbate,negative
gifted,positive
stylishly,positive
counter-attack,positive
bulkyness,negative
harboring,negative
ill-favored,negative
disillusionment,negative
arcane,negative
regretfully,negative
I am feeling defeated,negative
virtuous,positive
jeeringly,negative
inequitable,negative
motley,negative
droop,negative
exuberantly,positive
outbreak,negative
bastards,negative
disconsolately,negative
trick,negative
enthusiast,positive
The trip i was excited for got cancelled,negative
dumped,negative
pessimistic,negative
reproachful,negative
perturb,negative
fearlessly,positive
delayed,negative
blockage,negative
finagle,negative
nepotism,negative
emergency,negative
polemize,negative
problem-free,positive
dumbfounded,positive
haze,negative
ghosting,negative
I am feeling boring,negative
phony,negative
fibber,negative
intimidation,negative
pitiful,negative
fiasco,negative
shrouded,negative
disgrace,negative
swankiest,positive
immaculate,positive
usurper,negative
ineptly,negative
misunderstandings,negative
sadly,negative
wild,negative
impiety,negative
supported,positive
topnotch,positive
liberation,positive
growl,negative
unqualified,negative
comfortable,positive
cravenly,negative
rocky,negative
unconfirmed,negative
smoothest,positive
flee,negative
I want to go back to school,positive
I had a fight with my best friend. She wont talk to me,negative
consistently,positive
stark,negative
influential,positive
hard-line,negative
euphoric,positive
deterioration,negative
issue,negative
complementary,positive
admonisher,negative
derisiveness,negative
competitive,positive
unhappiness,negative
charisma,positive
stunningly,positive
seething,negative
shadowy,negative
acrimonious,negative
scandalous,negative
untrustworthy,negative
lively,positive
obsessiveness,negative
flairs,negative
fortitude,positive
misfortune,negative
wowed,positive
worrier,negative
reticent,negative
I lost my phone and wallet today in the bus,negative
faze,negative
uproarious,negative
I am feeling Happy,positive
asperse,negative
leakages,negative
indulge,negative
outmoded,negative
enchanting,positive
blatantly,negative
sore,negative
