response,intent
faultless,positive
beg,negative
harmoniously,positive
energize,positive
radical,negative
exciting,positive
declaim,negative
quiet,positive
hoodium,negative
tanks,negative
rocky,negative
audacious,negative
biting,negative
unlawful,negative
praiseworthy,positive
dissed,negative
satirical,negative
fairly,positive
I got a promotion,positive
ultra-crisp,positive
optimism,positive
rankle,negative
contrasty,positive
whores,negative
I am feeling excited for my trip because it is the last trip with all my fellow classmates,positive
cleanest,positive
I love my life so much,positive
insurmountably,negative
barbarically,negative
tank,negative
affluence,positive
mudslinging,negative
fraudulent,negative
courtly,positive
pompous,negative
irrationally,negative
nauseatingly,negative
funny,negative
egotistical,negative
idiocies,negative
troubling,negative
ill-tempered,negative
reward,positive
haunt,negative
tranquility,positive
dissappointing,negative
stimulating,positive
I am an liability as I am of no use to anyone and everyone just tolerate me,negative
desperation,negative
beautiful,positive
forbid,negative
depravedly,negative
I am feeling defeated,negative
notoriously,negative
heroine,positive
subsidizing,positive
occluding,negative
inimically,negative
abysmal,negative
unbound,positive
horde,negative
forsaken,negative
I want to go back to school,positive
scandalous,negative
passionately,positive
overbearingly,negative
catastrophes,negative
convoluted,negative
exasperate,negative
sting,negative
sedentary,negative
unscrupulous,negative
confident,positive
spacious,positive
spoonfed,negative
defensive,negative
appreciatively,positive
officious,negative
novelty,positive
puny,negative
filthy,negative
banal,negative
paranoid,negative
obliterated,negative
retaliatory,negative
I hate this place,negative
randomly,negative
vindictive,negative
amicability,positive
hardhearted,negative
I feel like crying,negative
I am feeling blue,negative
clean,positive
flairs,negative
vague,negative
bulkiness,negative
fervently,positive
vindictively,negative
top-heavy,negative
godsend,positive
greatness,positive
eviscerate,negative
infringement,negative
irrationals,negative
winner,positive
belligerent,negative
unwieldy,negative
graciousness,positive
soothe,positive
illuminating,positive
unspeakablely,negative
hysterics,negative
inescapable,negative
misconception,negative
noisier,negative
ineloquently,negative
plea,negative
wheedle,negative
radiant,positive
squeaks,negative
My friends laughed at my fat body,negative
annihilate,negative
flake,negative
dragoon,negative
skeptic,negative
mystery,negative
spook,negative
efficiently,positive
zombie,negative
chronic,negative
smudged,negative
toxic,negative
draconian,negative
I am feeling joyful,positive
bemoaning,negative
foolishly,negative
fine-looking,positive
racism,negative
reform,positive
playfully,positive
empower,positive
spank,negative
exhilaratingly,positive
unfriendly,negative
overture,positive
restored,positive
immaculately,positive
cozy,positive
excessive,negative
menace,negative
contentment,positive
fast-growing,positive
fortuitously,positive
enjoy,positive
posh,positive
ludicrously,negative
glistening,positive
togetherness,positive
scams,negative
doddering,negative
judicious,positive
I am feeling superb,positive
confounding,negative
hells,negative
idiocy,negative
tumultuous,negative
submissive,negative
virus,negative
abundance,positive
intimate,positive
condescension,negative
disconcerting,negative
unsatisfactory,negative
aggravation,negative
puzzling,negative
garbage,negative
toughest,positive
refine,positive
lechery,negative
molestation,negative
conflict,negative
uncouth,negative
crazily,negative
obtuse,negative
disgruntle,negative
suicide,negative
degradingly,negative
recommendations,positive
skillfully,positive
revulsive,negative
invisible,negative
chintzy,negative
overemphasize,negative
volatility,negative
excuses,negative
tricky,negative
smartly,positive
bullish,positive
shortage,negative
peeved,negative
fascinatingly,positive
I am in a partying mood,positive
untimely,negative
fuck,negative
agile,positive
peerless,positive
warmhearted,positive
decent,positive
exorbitant,negative
love,positive
mesmerize,positive
insouciance,negative
shallow,negative
hardball,negative
disapprobation,negative
elegantly,positive
inconsiderate,negative
successful,positive
pleasure,positive
ecstasy,positive
nourish,positive
gaily,positive
prize,positive
enervate,negative
flaky,negative
outperform,positive
dispensable,negative
nastily,negative
exaltation,positive
overwhelmed,negative
profoundly,positive
amenity,positive
lustrous,positive
unpredictable,negative
meticulous,positive
plagiarize,negative
underestimate,negative
mawkish,negative
regrettably,negative
bothered,negative
super,positive
cleanliness,positive
I am feeling negative,negative
scarcity,negative
arduously,negative
hesitant,negative
self-criticism,negative
flagrant,negative
rabid,negative
harmed,negative
obstacle,negative
despair,negative
sadness,negative
renunciation,negative
meticulously,positive
slick,positive
gibber,negative
debatable,negative
fat,negative
enjoin,negative
moan,negative
divinely,positive
demoralize,negative
charisma,positive
denying,negative
beckons,positive
usurp,negative
persecution,negative
inadequate,negative
cloudy,negative
scratch,negative
trivial,negative
culprit,negative
losing,negative
harmony,positive
shimmeringly,positive
fashionably,positive
unable,negative
detests,negative
vehemently,negative
shriek,negative
perverted,negative
obstructing,negative
draconic,negative
little-known,negative
phobia,negative
despairing,negative
unproven,negative
I feel like commiting suicide everytime I think of me disappointing my parents,negative
exaltingly,positive
unravel,negative
thriving,positive
I am feeling anxious,negative
conflicts,negative
disrespecting,negative
ridicule,negative
despairingly,negative
hardliners,negative
disconcerted,negative
scourge,negative
evade,negative
damaged,negative
covenant,positive
ill-advised,negative
bitterly,negative
jaw-droping,positive
insincerely,negative
traction,positive
full-blown,negative
I am feeling peaceful after I took the solo trip to my dream destination,positive
jarring,negative
freed,positive
rectification,positive
stupify,negative
boost,positive
apocalyptic,negative
unjustifiable,negative
notorious,negative
sidetrack,negative
subpoena,negative
error,negative
kindliness,positive
worthwhile,positive
blah,negative
indistinguishable,negative
sag,negative
extraneous,negative
evils,negative
helpless,negative
senile,negative
industrious,positive
plotters,negative
frolic,positive
unlawfulness,negative
unforgiving,negative
debts,negative
prowess,positive
revolutionized,positive
broken,negative
I am happy as I found my favourite food on discount as I do not have enough money due to month end,positive
jeer,negative
raptureous,positive
nicest,positive
belittled,negative
villianously,negative
magic,positive
restructured,positive
problematic,negative
enraging,negative
handsomely,positive
trauma,negative
embarrassingly,negative
gladly,positive
imaculate,positive
sketchy,negative
vivacious,positive
receptive,positive
gimmick,negative
wonderous,positive
I am feeling unlucky,negative
gruff,negative
sadden,negative
hallmarks,positive
paranoia,negative
sourly,negative
unworkable,negative
I am feeling witty,positive
unkindly,negative
sensationalize,negative
drippy,negative
dispute,negative
snappy,positive
it was the worst day ever as  I saw a puppy being ran over by a bus and the bus owner did not even paid attention to it,negative
alienate,negative
dishearteningly,negative
overkill,negative
drones,negative
apprehensively,negative
fearlessly,positive
brashly,negative
contamination,negative
regreted,negative
dizzy,negative
frets,negative
inoperable,negative
ragged,negative
offend,negative
thumb-up,positive
anxieties,negative
fake,negative
avenge,negative
protracted,negative
dead-cheap,positive
overrun,negative
accurately,positive
scoffingly,negative
tough,positive
attractively,positive
violators,negative
dogmatic,negative
commodious,positive
pains,negative
mishandle,negative
stigmatize,negative
crowdedness,negative
scapegoat,negative
miscalculate,negative
ambiguous,negative
beware,negative
elated,positive
hestitant,negative
measly,negative
nightmarish,negative
like,positive
richness,positive
misinformed,negative
deluge,negative
fascism,negative
unwillingly,negative
impoverish,negative
fleeting,negative
I am feeling cranky,negative
bonkers,negative
spoilage,negative
domineer,negative
inappropriate,negative
stupidly,negative
degenerate,negative
stain,negative
doom,negative
bothers,negative
quieter,positive
horrid,negative
amicably,positive
rightness,positive
sued,negative
luckiness,positive
awed,positive
eminence,positive
fume,negative
truant,negative
inculcate,negative
cancer,negative
annoy,negative
knife,negative
loud,negative
dictatorial,negative
backbone,positive
convincing,positive
useless,negative
It is my birthday today,positive
stole,negative
gaining,positive
bait,negative
uncomfortable,negative
inapt,negative
frantic,negative
cheap,negative
equivocal,negative
stumble,negative
wrongly,negative
resurgent,negative
peril,negative
desiccate,negative
ranted,negative
frustrated,negative
brave,positive
compulsion,negative
misleading,negative
kaput,negative
unconvincingly,negative
supported,positive
I am feeling egoisitic,negative
I got a new phone,positive
kill,negative
riled,negative
agonizingly,negative
irritably,negative
dearth,negative
My boss scolded me for my work,negative
bolster,positive
hard-liner,negative
mesmerizingly,positive
joyful,positive
hoax,negative
chafe,negative
emphatic,negative
disaster,negative
I can never do anything correct,negative
invidiousness,negative
pales,negative
I am feeling sorry,negative
wretchedly,negative
mangling,negative
affirm,positive
ambush,negative
indignantly,negative
murky,negative
massacre,negative
compliment,positive
misguidance,negative
longingly,negative
unlawfully,negative
dazzle,positive
limits,negative
discountenance,negative
mishap,negative
memorable,positive
I love my boyfriend and I am so happy I met him today after many days,positive
arduous,negative
sardonic,negative
treasonous,negative
clears,positive
remorseless,negative
reasonably,positive
stuck,negative
illegal,negative
futuristic,positive
deceiving,negative
tumble,negative
gallingly,negative
damned,negative
inexperienced,negative
horrendously,negative
fearfully,negative
fusty,negative
drag,negative
devious,negative
equitable,positive
peevishly,negative
hamper,negative
heroically,positive
tortures,negative
endorsing,positive
unreasonable,negative
despicably,negative
flounder,negative
pretentiously,negative
occluded,negative
perfect,positive
traped,negative
snarl,negative
parasite,negative
negative,negative
bigotries,negative
demonize,negative
steadiness,positive
shine,positive
undermined,negative
imposing,negative
ruthless,negative
worrier,negative
malodorous,negative
reassurance,positive
gutter,negative
evocative,positive
clogged,negative
miserableness,negative
patronize,negative
dogged,negative
confuse,negative
unwatchable,negative
deceivers,negative
aimless,negative
unnaturally,negative
vomited,negative
tenacious,positive
grievance,negative
unnerved,negative
fortune,positive
revenge,negative
coarse,negative
luck,positive
ingenuously,positive
undermine,negative
predicament,negative
election-rigger,negative
fool,negative
cartoonish,negative
vex,negative
I feel happy when I see her in class because I love her from the bottom of my heart,positive
depression,negative
stronger,positive
decry,negative
negligence,negative
nurturing,positive
wilt,negative
immoderate,negative
archaic,negative
laughably,negative
thoughtless,negative
unknown,negative
conspicuously,negative
I am a failure as I have not achieved anything in my life,negative
staunchness,positive
impractical,negative
maturity,positive
astray,negative
timidity,negative
coolest,positive
set-up,negative
infallibility,positive
incredible,positive
revives,positive
oddest,negative
dwindling,negative
timid,negative
sufficed,positive
disallow,negative
sever,negative
brazen,negative
quarrellous,negative
incoherent,negative
hum,negative
apologists,negative
desertion,negative
burdensome,negative
inflammatory,negative
spoilages,negative
despoiler,negative
blasphemy,negative
I am unhappy because today someone abused me just because I had a different opinion than them,negative
frenzy,negative
complicated,negative
displease,negative
smoothest,positive
amenable,positive
I got my results today and it was not good,negative
dirtbag,negative
barbarously,negative
restrict,negative
dented,negative
risks,negative
expropriation,negative
cripple,negative
oppressively,negative
disingenuously,negative
bulkier,negative
inane,negative
careless,negative
proves,positive
outbursts,negative
I am delighted with food being cooked today as it is my favourite and my comfort food,positive
intimidation,negative
mistified,negative
breaking,negative
instigator,negative
savvy,positive
perplex,negative
damn,negative
brutality,negative
regress,negative
insolence,negative
charm,positive
threesome,negative
harassed,negative
stealing,negative
ameliorate,positive
pampered,positive
bloodthirsty,negative
gauche,negative
unaccustomed,negative
erroneously,negative
troublemaker,negative
depressions,negative
discontentedly,negative
disappointingly,negative
irksomenesses,negative
prodigiously,positive
killer,negative
unaffordable,negative
criticisms,negative
anxiously,negative
reticent,negative
I got fat shamed today by my classmates in front of the teacher and she did not stop them,negative
cocky,negative
disintegrates,negative
ding,negative
radically,negative
diabolical,negative
mercilessly,negative
worth-while,positive
I met my uncle today and i feel so good,positive
futurestic,positive
apathy,negative
neatest,positive
refined,positive
indoctrination,negative
fatalistically,negative
defeated,positive
I am jealous of that guy as he has my favourite and dream phone,negative
supreme,positive
adventuresome,positive
distraughtly,negative
pardon,positive
smoke,negative
dissention,negative
destroyer,negative
unjustified,negative
strife,negative
crafty,negative
convient,positive
rusts,negative
scolded,negative
brazenly,negative
dust,negative
pluses,positive
talent,positive
fervid,positive
damages,negative
prickle,negative
I am feeling magnificient after I completed the onine course before everyone else,positive
oblique,negative
hostile,negative
courageously,positive
evaluative,positive
dedicated,positive
chivalry,positive
atrophy,negative
integral,positive
erudite,positive
adversity,negative
horrified,negative
smoothly,positive
over-acted,negative
uncaring,negative
I am feeling relieved,positive
spewed,negative
ricer,negative
hogs,negative
darken,negative
sensations,positive
endorsed,positive
enemy,negative
ruin,negative
morality,positive
annoyance,negative
denial,negative
oddity,negative
hatefulness,negative
decrepitude,negative
unsuspecting,negative
lucid,positive
slowwww,negative
sagging,negative
sly,negative
disown,negative
isolation,negative
vibration,negative
hardy,positive
remission,positive
clique,negative
bleak,negative
formidable,positive
fall,negative
harridan,negative
powerless,negative
collusion,negative
incompatible,negative
I am feeling Loved,positive
deprived,negative
demean,negative
gabble,negative
kook,negative
two-faced,negative
felicitous,positive
paramount,positive
deadlock,negative
fairness,positive
hurting,negative
dungeons,negative
talented,positive
enhances,positive
stains,negative
self-respect,positive
enraptured,positive
disappointing,negative
I am proud of myself for investing in bitcoins,positive
dud,negative
delectable,positive
disorganized,negative
hating,negative
controversial,negative
rejuvenating,positive
audibly,positive
brighter,positive
expeditiously,positive
dispirit,negative
starkly,negative
refused,negative
nice,positive
marvelous,positive
irks,negative
titillate,positive
stumps,negative
expel,negative
seriousness,negative
disinterested,negative
beneficent,positive
gainsayer,negative
heartbreaker,negative
obscene,negative
dissuasive,negative
revengeful,negative
fascination,positive
irrecoverablenesses,negative
spewing,negative
sweeten,positive
upbeat,positive
unuseable,negative
toughness,negative
unlimited,positive
defame,negative
dazed,negative
fabulously,positive
affectation,positive
uninsured,negative
uproarious,negative
excitement,positive
obsession,positive
bicker,negative
believeable,positive
dense,negative
disobey,negative
unlamentably,negative
awsome,positive
revolt,negative
unsteady,negative
heresy,negative
conspiratorial,negative
excels,positive
grievous,negative
prosperity,positive
fantastically,positive
ironically,negative
latency,negative
striving,positive
enjoyably,positive
heartbreakingly,negative
languor,negative
stiff,negative
unselfish,positive
outrageousness,negative
thoughtfulness,positive
fudge,negative
emasculate,negative
revile,negative
boastful,negative
sad,negative
retards,negative
ineffectiveness,negative
undersized,negative
stalemate,negative
authoritative,positive
astounding,positive
afflictive,negative
ovation,positive
trivialize,negative
grudging,negative
instructive,positive
mendacity,negative
chill,negative
indignity,negative
exquisite,positive
litigious,negative
malign,negative
melodramatic,negative
hideously,negative
disliked,negative
glib,negative
haughty,negative
qualified,positive
jealousy,negative
pure,positive
naughty,negative
aspersion,negative
dilapidated,negative
attacks,negative
fumble,negative
picketing,negative
appreciate,positive
talents,positive
befoul,negative
irrepressible,negative
relapse,negative
seethe,negative
lame,negative
nepotism,negative
flakieness,negative
protective,positive
desolate,negative
notably,positive
inaccurate,negative
leaks,negative
pointless,negative
The trip i was excited for got cancelled,negative
exploit,negative
unfaithfully,negative
unequivocally,positive
repulsive,negative
shortcomings,negative
fractious,negative
malevolent,negative
precise,positive
inestimable,positive
patiently,positive
well,positive
pollute,negative
enviably,positive
deadly,negative
choppy,negative
matte,negative
ripoff,negative
vengefulness,negative
booming,positive
throttle,negative
privileged,positive
dreamland,positive
chastisement,negative
prattle,negative
undamaged,positive
subversive,negative
thankful,positive
grouch,negative
marginal,negative
aggressiveness,negative
agonize,negative
respectable,positive
facetiously,negative
playful,positive
sneering,negative
disdain,negative
speedy,positive
fumes,negative
commendably,positive
laudably,positive
prejudices,negative
inconsiderately,negative
pleased,positive
impose,negative
undependable,negative
contentious,negative
bump,negative
disparage,negative
omit,negative
rejected,negative
blurred,negative
imprisonment,negative
prudence,positive
misguided,negative
guiltless,positive
mire,negative
mismanage,negative
I am feeling inspired,positive
mindlessly,negative
egocentric,negative
 I want to end my life,negative
decay,negative
outraged,negative
worsening,negative
blackmail,negative
backbiting,negative
stylized,positive
rampage,negative
irate,negative
inexplainable,negative
aspersions,negative
astonishment,positive
debauch,negative
barbarity,negative
crisper,positive
un-viewable,negative
triumphal,positive
flee,negative
respect,positive
undignified,negative
mislike,negative
I am feeling butterflies,positive
exhort,negative
confusion,negative
effectual,positive
stubborn,negative
mistress,negative
scandels,negative
object,negative
wonderously,positive
promising,positive
insupportably,negative
messing,negative
lawbreaking,negative
pernicious,negative
slothful,negative
falsehood,negative
complex,negative
ill-designed,negative
blur,negative
resounding,positive
gruesome,negative
endear,positive
fundamentalism,negative
enmity,negative
well-connected,positive
afraid,negative
providence,positive
swipe,negative
exhausts,negative
demolish,negative
distorts,negative
exasperating,negative
patient,positive
ineffectually,negative
jaded,negative
peach,positive
correctly,positive
undercutting,negative
improperly,negative
sicken,negative
stiffness,negative
hallucinate,negative
throbs,negative
bleeds,negative
fiery,positive
abnormal,negative
semi-retarded,negative
fallacious,negative
well-made,positive
whiny,negative
trample,negative
unfaithful,negative
amazed,positive
impressive,positive
I am happy as I was appreciated by my boss for my project which I completed well before the deadline,positive
fuss,negative
razor-sharp,positive
defile,negative
confused,negative
hassles,negative
pan,negative
phenomenally,positive
difficulty,negative
confession,negative
unsound,negative
insane,negative
scandel,negative
frustration,negative
awkward,negative
fiasco,negative
farce,negative
optimistic,positive
prejudicial,negative
foreboding,negative
motionless,negative
hissing,negative
inefficacy,negative
I am happy as I found my favourite phone on sale for which I had been saving from last 3 months,positive
cheater,negative
gorgeous,positive
snobs,negative
transgress,negative
smugly,negative
indecent,negative
pain-free,positive
mobster,negative
immaculate,positive
reformed,positive
bitterness,negative
steep,negative
catastrophically,negative
incomprehensible,negative
discoutinous,negative
dirt-cheap,positive
polution,negative
I am ashamed of myself,negative
deplorably,negative
forgetfulness,negative
refusing,negative
suspicions,negative
racy,negative
sacrificed,negative
tops,positive
jerk,negative
indecorum,negative
unnerve,negative
unencumbered,positive
handy,positive
obsess,negative
fastuous,negative
accusation,negative
misleadingly,negative
plunderer,negative
furiously,negative
punk,negative
I feel extremely happy,positive
divergent,negative
best-known,positive
bloated,negative
works,positive
hypocricy,negative
insultingly,negative
smokescreen,negative
wasted,negative
critics,negative
monotony,negative
usable,positive
devilry,negative
sorrowful,negative
sublime,positive
threat,negative
scaly,negative
crushed,negative
rhapsodize,negative
dirtbags,negative
scam,negative
hopelessly,negative
spite,negative
relief,positive
rigidness,negative
wholesome,positive
exuberance,positive
controversy,negative
abysmally,negative
taboo,negative
pleasurable,positive
allergies,negative
transgression,negative
envious,positive
I got bullied today as I had a different opinion than them,negative
standout,positive
stumped,negative
lurch,negative
motivated,positive
enemies,negative
masters,positive
famed,positive
flabbergast,negative
fast,positive
noble,positive
awesomeness,positive
favorable,positive
I just want to run away from everything and be free,negative
achievible,positive
derisively,negative
perseverance,positive
diplomatic,positive
expire,negative
hideous,negative
glorify,positive
ultra-hardline,negative
overstated,negative
slave,negative
erode,negative
reforms,positive
enjoying,positive
No one trusts me,negative
delusions,negative
strike,negative
invigorating,positive
forged,negative
nervousness,negative
fatal,negative
squeak,negative
innovative,positive
shrug,negative
insurmountable,negative
comely,positive
obstructs,negative
derision,negative
detested,negative
rant,negative
misjudge,negative
letch,negative
maddening,negative
remorselessly,negative
tin-y,negative
rapturously,positive
whining,negative
sorely,negative
foolhardy,negative
subsidized,positive
limitations,negative
grotesque,negative
mawkishly,negative
reforming,positive
modern,positive
impartiality,positive
bumped,negative
inadverent,negative
disingenuous,negative
amazement,positive
mistakenly,negative
ache,negative
reliably,positive
flickering,negative
chastise,negative
manipulators,negative
biased,negative
healthful,positive
darling,positive
acerbically,negative
stump,negative
rebuke,negative
traumatize,negative
danken,positive
fast-paced,positive
unjustifiably,negative
unusually,negative
ennoble,positive
I am feeling pleasant,positive
trusting,positive
isolated,negative
zap,negative
loyal,positive
awarded,positive
showdown,negative
joy,positive
debilitate,negative
I do not have skills to compete with my friends,negative
dreadful,negative
refutation,negative
stumbled,negative
quitter,negative
contemptuous,negative
impending,negative
bravado,negative
deviousness,negative
cliched,negative
superficially,negative
survivor,positive
surreal,positive
clouding,negative
gainfully,positive
I am feeling free,positive
lively,positive
amity,positive
irrecoverable,negative
I can do it,positive
crook,negative
acridness,negative
distressing,negative
beautifullly,positive
state-of-the-art,positive
crash,negative
immoderately,negative
inextricable,negative
dissidence,negative
stupendous,positive
irregular,negative
difficulties,negative
severity,negative
dead,negative
mundane,negative
disgustedly,negative
blunders,negative
radicals,negative
devoid,negative
courageousness,positive
disloyal,negative
maladjustment,negative
happily,positive
bugs,negative
exuberantly,positive
slower,negative
aspire,positive
I am disappointed in myself as I cannot do daily tasks easily,negative
rejoicingly,positive
benevolent,positive
delightfully,positive
I am feeling brilliant,positive
anti-israeli,negative
acrimony,negative
I won the competion today which had a state level participation,positive
uncomplicated,positive
dissatisfaction,negative
profusion,positive
misconceptions,negative
brainiest,positive
incompetence,negative
innocuous,positive
sensationally,positive
I am feeling lonely,negative
impersonal,negative
aborts,negative
licentiousness,negative
worst,negative
easing,positive
scare,negative
I cannot talk to my friends about my problems as they would not understand,negative
gloatingly,negative
raving,negative
fruitless,negative
head-aches,negative
hopeless,negative
I am doing good,positive
devilment,negative
distressed,negative
nightmare,negative
low-rated,negative
defects,negative
drop-outs,negative
wickedly,negative
calumnies,negative
underdog,negative
expropriate,negative
inconveniently,negative
horrifys,negative
exasperated,negative
cleverly,positive
worthiness,positive
fathomless,negative
plaything,negative
jam,negative
toll-free,positive
pessimistic,negative
accomplishment,positive
dauntingly,negative
paradoxically,negative
considerate,positive
grudge,negative
rhetorical,negative
nettlesome,negative
unworthy,negative
superior,positive
mysterious,negative
brusque,negative
I am feeling wonderful,positive
idol,positive
cramped,negative
improbably,negative
lone,negative
undid,negative
enjoys,positive
antithetical,negative
steadfastness,positive
inexcusable,negative
merciless,negative
butcher,negative
loves,positive
audiciously,negative
objection,negative
issues,negative
redundant,negative
foully,negative
exemplary,positive
restrictive,negative
rejuvenate,positive
consistent,positive
condemnable,negative
outsmart,positive
lyrical,positive
inflict,negative
undermines,negative
simplify,positive
two-faces,negative
offender,negative
trendy,positive
ingeniously,positive
guiltily,negative
shimmy,negative
bogus,negative
grief,negative
jubilantly,positive
promise,positive
detracts,negative
botch,negative
vociferous,negative
mistrustfully,negative
righteous,positive
ill-treatment,negative
deaf,negative
exile,negative
disreputable,negative
averse,negative
picturesque,positive
captivating,positive
desperate,negative
inept,negative
scornful,negative
reprehensibly,negative
refuting,negative
spinster,negative
finagle,negative
fastest-growing,positive
despoil,negative
dissatisfied,negative
I am feeling enthusiastic,positive
dreadfulness,negative
cheesy,negative
unpleasantries,negative
rumours,negative
skillful,positive
perish,negative
gutsy,positive
savaged,negative
outdone,positive
murderous,negative
humourous,positive
greed,negative
murderer,negative
listless,negative
racists,negative
impiety,negative
incite,negative
sunk,negative
blurry,negative
flakey,negative
overlook,negative
meaningless,negative
calumny,negative
disdainful,negative
disturb,negative
marvelously,positive
rue,negative
accomodative,positive
adequate,positive
ghosting,negative
detesting,negative
eloquence,positive
inefficacious,negative
detriment,negative
disquieting,negative
ignorant,negative
denied,negative
amply,positive
wane,negative
proprietary,negative
merciful,positive
worked,positive
lionhearted,positive
humid,negative
venom,negative
compliant,positive
zealot,negative
restlessness,negative
petrify,negative
master,positive
flabbergasted,negative
frown,negative
cry,negative
paradise,positive
redeem,positive
They made fun of me today,negative
onslaught,negative
anxiety,negative
funnily,negative
triumph,positive
patriot,positive
unsupported,negative
unethical,negative
madness,negative
queer,negative
shameless,negative
loathsome,negative
frustrating,negative
insatiable,negative
fragile,negative
derisiveness,negative
exceed,positive
disrespectfulness,negative
advantage,positive
compulsive,negative
sucky,negative
vibrate,negative
strangle,negative
whine,negative
irritable,negative
begging,negative
violent,negative
emptiness,negative
stridently,negative
negativity,negative
inspirational,positive
insufficiency,negative
rapturous,positive
vice,negative
misbecome,negative
elation,positive
inspiring,positive
droop,negative
seething,negative
flair,negative
outdo,positive
mischievously,negative
pinnacle,positive
bloody,negative
deteriorate,negative
inadvisable,negative
tougher,positive
extort,negative
disconsolation,negative
detracted,negative
inordinately,negative
aching,negative
irrelevant,negative
conspirator,negative
menacingly,negative
uncreative,negative
hapless,negative
decayed,negative
sink,negative
accuse,negative
drought,negative
ruthlessly,negative
I am feeling demoralized,negative
subversively,negative
inexorably,negative
gibberish,negative
shun,negative
I am feeling stupid,negative
figurehead,negative
stupor,negative
flutter,positive
embroil,negative
loot,negative
overturn,negative
greasy,negative
upbraid,negative
critic,negative
incomprehension,negative
pleases,positive
back-logged,negative
maneuverable,positive
exhilaration,positive
discontinuity,negative
totalitarian,negative
disapprove,negative
mulish,negative
rascals,negative
deign,negative
fulfillment,positive
franticly,negative
reprimand,negative
trumpet,positive
skittishly,negative
impudence,negative
intolerance,negative
lethargic,negative
heal,positive
tenuous,negative
hard-hit,negative
relaxed,positive
lugubrious,negative
threats,negative
staunch,positive
denunciations,negative
inelegance,negative
uncivilized,negative
headache,negative
laughable,negative
lurid,negative
blockage,negative
besiege,negative
disdained,negative
recklessness,negative
negatives,negative
simpler,positive
byzantine,negative
dummy-proof,positive
generously,positive
premier,positive
qualify,positive
festive,positive
dropout,negative
nonresponsive,negative
harrow,negative
condemn,negative
freezing,negative
self-humiliation,negative
concede,negative
annoyances,negative
stunt,negative
slut,negative
nefarious,negative
bright,positive
gaudy,negative
indulgent,positive
illuminati,positive
quarrel,negative
vomit,negative
hasseling,negative
obstruction,negative
deviously,negative
straggler,negative
romantic,positive
I am poor and that is why no one wants to talk to me,negative
misunderstood,negative
allergic,negative
stooges,negative
regrettable,negative
scratches,negative
rational,positive
so-cal,negative
devastatingly,negative
distorted,negative
unmatched,positive
drawback,negative
underlings,negative
scum,negative
weak,negative
hegemonistic,negative
interruptions,negative
cracked,negative
inextricably,negative
pander,negative
assurance,positive
imperialist,negative
beautify,positive
mistrust,negative
plunder,negative
thinner,positive
humor,positive
precarious,negative
expertly,positive
impolite,negative
underpaid,negative
agreeably,positive
perfunctory,negative
hotcake,positive
Everyone loves me,positive
endorsement,positive
belabor,negative
stall,negative
somber,negative
tyrannical,negative
indecision,negative
recommend,positive
anomalous,negative
stuttered,negative
shocked,negative
catastrophe,negative
douchbag,negative
outmoded,negative
overwhelming,negative
dissatisfying,negative
dominates,positive
scoundrel,negative
handier,positive
spontaneous,positive
violation,negative
chic,positive
brutish,negative
futilely,negative
unmoved,negative
shroud,negative
rightful,positive
undesirable,negative
passiveness,negative
annoys,negative
virtue,positive
petrified,negative
mangled,negative
thrift,positive
misalign,negative
complains,negative
degrading,negative
prospros,positive
cohesive,positive
enthusiasm,positive
liberate,positive
inestimably,positive
uncomfy,negative
mocked,negative
undue,negative
I feel like a winner,positive
desecrate,negative
beggarly,negative
logical,positive
naively,negative
sustainable,positive
foulness,negative
bug,negative
unequivocal,positive
epidemic,negative
shortchange,negative
infiltrators,negative
ridicules,negative
fatigue,negative
endorses,positive
notoriety,negative
cruelties,negative
deception,negative
trust,positive
paltry,negative
vibrant,positive
enhance,positive
evil,negative
unrealistic,negative
upgradeable,positive
cruelness,negative
nettle,negative
brazenness,negative
unclear,negative
ample,positive
advocate,positive
displeasing,negative
prohibit,negative
well-positioned,positive
righteousness,positive
caustic,negative
grace,positive
resignation,negative
insightfully,positive
flak,negative
eyesore,negative
misery,negative
temerity,negative
support,positive
miraculous,positive
abrupt,negative
convenience,positive
rust,negative
extremist,negative
creak,negative
drowning,negative
troublesomely,negative
sarcastically,negative
malice,negative
suffice,positive
erosion,negative
jolt,negative
split,negative
partisans,negative
grieving,negative
accursed,negative
zenith,positive
scrambles,negative
award,positive
prettily,positive
antiquated,negative
stupid,negative
I feel blessed to have my friends by my side in eavery bad phase of life as they love me,positive
joyously,positive
encourage,positive
my buisness idea got selected for the next round,positive
knock,negative
self-serving,negative
vain,negative
arrogant,negative
dodgey,negative
suspiciously,negative
smutty,negative
tantalize,positive
wisely,positive
blinding,negative
elite,positive
imperfections,negative
thirst,negative
sophisticated,positive
wreaks,negative
quibbles,negative
cheats,negative
barbarian,negative
repulse,negative
It was a very bad day,negative
reprehensive,negative
disobedience,negative
slammin,positive
stew,negative
stagnant,negative
gutless,negative
toll,negative
downside,negative
congratulation,positive
backaches,negative
lighter,positive
caricature,negative
overact,negative
scandalize,negative
inflated,negative
downfall,negative
problem-solver,positive
unilateralism,negative
I feel controlled by my negative toughts which take me to dark path,negative
retreat,negative
sermonize,negative
gritty,negative
solicitude,negative
glaringly,negative
fluent,positive
I am feeling frustrated,negative
tenderly,positive
decisiveness,positive
impeccable,positive
posturing,negative
bullshit,negative
devastating,negative
surrender,negative
aversion,negative
needlessly,negative
